,发布时间,当前微博的Url,微博内容,收藏数,点赞数,评论数,详情页url,转发量,纬度,经度
463866,2020/3/20 8:31,https://weibo.com/6104264567/IzrqV5pHz?from=page_1005056104264567_profile&wvr=6&mod=weibotime,"
再坚持一下，加油！",收藏,赞,评论,https://www.weibo.com/u/6104264567,转发,30.41584,113.84014
417186,2020/1/10 15:52,https://weibo.com/2995639755/IoQpi4Rqn?from=page_1005052995639755_profile&wvr=6&mod=weibotime,"
要是赚这么多我这会早就该在国外吃吃喝喝玩玩了我还熬通宵抢什么300-30的年货节活动的满减???????",收藏,2,4,https://www.weibo.com/u/2995639755,转发,30.88946,114.35734
533201,2020/4/8 11:14,https://weibo.com/3312931525/IClCE2UUW?from=page_1005053312931525_profile&wvr=6&mod=weibotime,"
回武汉复工上班第一天???希望一切都越来越好越来越好???加油加油加油加油加油加油???#天气即天意#2武汉·武汉院子????",收藏,1,4,https://www.weibo.com/u/3312931525,转发,31.22378,114.84006
295211,2020/2/16 17:12,https://weibo.com/6134688439/IutKf8tZq?from=page_1005056134688439_profile&wvr=6&mod=weibotime,"
影。????",收藏,赞,评论,https://www.weibo.com/u/6134688439,转发,31.33522,114.35734
446154,2020/2/22 20:26,https://weibo.com/3930827376/IvpzV8kny?from=page_1005053930827376_profile&wvr=6&mod=weibotime,"
今天2020.2.22是我27岁的生日。祝自己生日快乐谢谢亲爱的老公做的蛋糕。虽然我们有时候吵吵闹闹但是不影响我们的感情。希望我们就这样平平淡淡的过一辈子。2武汉????",收藏,1,1,https://www.weibo.com/u/3930827376,转发,30.49942,114.21942
65780,2020/2/27 9:36,https://weibo.com/2015344587/Iw6sBzBlg?from=page_1005051912753867_profile&wvr=6&mod=weibotime,"
模范吉祥物——我京霹雳鸭！@郝伟翔CRAZYRICEL北京首钢篮球俱乐部的微博视频????",收藏,17,3,https://www.weibo.com/u/1912753867,2,31.1402,114.2539
726983,2020/4/21 23:31,https://weibo.com/6113473397/IEp05gV1P?from=page_1005056113473397_profile&wvr=6&mod=weibotime,"
从什么时候开始变成了一个爱哭鬼????",收藏,1,2,https://www.weibo.com/u/6113473397,转发,30.19296,114.32286
56013,2020/2/14 23:29,https://weibo.com/2026304365/Iudmhn2FB?from=page_1005052026304365_profile&wvr=6&mod=weibotime,"
今天在线办公打了9965个字2武汉????",收藏,赞,1,https://www.weibo.com/u/2026304365,转发,30.583,114.21942
733012,2020/4/9 10:09,https://weibo.com/1849155885/ICuCHuv0g?from=page_1005051849155885_profile&wvr=6&mod=weibotime,"
留着",收藏,赞,评论,https://www.weibo.com/u/1849155885,转发,30.49942,113.7367
125646,2020/1/11 22:18,https://weibo.com/5904143984/Ip2muq18w?from=page_1005055904143984_profile&wvr=6&mod=weibotime,"
合好容易，如初难。????",收藏,赞,评论,https://www.weibo.com/u/5904143984,转发,31.25164,113.7367
481530,2020/3/17 21:13,https://weibo.com/3029609665/Iz48Nf9Cw?from=page_1005053029609665_profile&wvr=6&mod=weibotime,"
#湖北交警向返程医疗队敬礼#感恩感谢你们辛苦啦????",收藏,赞,评论,https://www.weibo.com/u/3029609665,转发,30.22082,113.87462
248101,2020/2/2 1:39,https://weibo.com/5855770800/IsfEsD1Dh?from=page_1005055855770800_profile&wvr=6&mod=weibotime,"
2020年2月2号，不联系的第二天，没有任何理由，心里记挂着，一直告诉自己不要太在意，迟早是这个结局，也不知道我在坚持着什么，不悲不喜，以后也要这样2黄石·三江共和城????",收藏,赞,评论,https://www.weibo.com/u/5855770800,转发,30.24868,115.01246
319683,2020/3/17 15:57,https://weibo.com/6621071448/Iz24D6WP5?from=page_1005056621071448_profile&wvr=6&mod=weibotime,"
小朋友不要灰心总会有人找到你了解你欣赏你温暖你?2孝感·孝昌县????",收藏,5,4,https://www.weibo.com/u/6621071448,转发,30.83374,113.77118
717996,2020/3/2 15:19,https://weibo.com/5186322697/IwKpB1AEI?from=page_1005051074720835_profile&wvr=6&mod=weibotime,"
这段感情结束我没有对不起你因为我付出了全部真心可是我对不起我自己我把快乐和睡眠都弄丢了????",收藏,1203,143,https://www.weibo.com/u/1074720835,191,30.22082,114.11598
681121,2020/1/19 16:38,https://weibo.com/3921413453/Iqdyp6XFT?from=page_1005053921413453_profile&wvr=6&mod=weibotime,"
我发现去日本的材料简化了不少2黄石·阳新县????",收藏,赞,评论,https://www.weibo.com/u/3921413453,转发,30.08152,115.08142
257370,2020/1/27 20:30,https://weibo.com/2516218767/IrsuFkw9Z?from=page_1005052516218767_profile&wvr=6&mod=weibotime,"
为武汉加油的武汉市民（键盘侠请自行滑走）L爱太阳de雪fuafua的微博视频????",收藏,1,1,https://www.weibo.com/u/2516218767,转发,30.88946,114.32286
437914,2020/1/26 20:28,https://weibo.com/1800750755/Irj3o1800?from=page_1005051800750755_profile&wvr=6&mod=weibotime,"
#洛园##洛园生物科技#马云说了即使你把360行都做了一遍，赚再多的?，最终还是要回到健康这个行业来消费，健康才是一切的源头健康养生，做健康产业，没毛病！我们分享的是健康！美丽与财富！2武汉????",收藏,1,评论,https://www.weibo.com/u/1800750755,转发,30.583,114.52974
300633,2020/2/23 23:09,https://weibo.com/6361317189/IvA4p2CQ5?from=page_1005056361317189_profile&wvr=6&mod=weibotime,"
疫情过后坚持每天必须做的事情坚持每天跑步一小时??俯卧撑20个坚持每天吃早餐???微博空瓶打榜坚持睡觉时间不超过6小时???其余时间投入工作??2应城市????",收藏,赞,评论,https://www.weibo.com/u/6361317189,转发,30.8616,113.7367
786662,2020/4/3 14:54,https://weibo.com/5418891047/IBBVwgGMv?from=page_1005053320496704_profile&wvr=6&mod=weibotime,"
蓝色也可以这么美摄影师：尼脑子瓦特啦????",收藏,708,49,https://www.weibo.com/u/3320496704,55,31.22378,113.7367
616302,2020/4/4 1:59,https://weibo.com/3995597018/IBGhqeELC?from=page_1005053995597018_profile&wvr=6&mod=weibotime,"
.//@UNIQ-王一博:致敬英雄，缅怀同胞，愿人间平安。",收藏,赞,评论,https://www.weibo.com/u/3995597018,转发,30.77802,114.2539
682226,2020/3/21 18:59,https://weibo.com/5208620246/IzEYj87LR?from=page_1005055208620246_profile&wvr=6&mod=weibotime,"
侃爷一家都是烂人早就知道人品烂到不行真的死妈去吧",收藏,赞,评论,https://www.weibo.com/u/5208620246,转发,31.19592,115.04694
173576,2020/3/28 10:05,https://weibo.com/3115985157/IAFtgyvue?from=page_1005053115985157_profile&wvr=6&mod=weibotime,"
我大武汉终于慢慢的恢复正常了",收藏,赞,评论,https://www.weibo.com/u/3115985157,转发,30.41584,114.32286
745720,2020/2/5 10:19,https://weibo.com/5055982715/IsLkVsBNb?from=page_1005055055982715_profile&wvr=6&mod=weibotime,"
5天时间，了不起的成绩，最后冲刺，加油！！！！！2武汉????",收藏,12,2,https://www.weibo.com/u/5055982715,转发,30.38798,114.4263
211219,2020/4/4 14:37,https://weibo.com/5461921176/IBLeVa1VR?from=page_1005055579183605_profile&wvr=6&mod=weibotime,"
【#黄冈#春天来了】涟漪阵阵，流水潺潺，湖北黄冈的小村，仿佛一夜之间，春天就悄悄爬上了树梢，跳进了田野，把小村写成了一首动人的诗。L中国气象局的微博视频?????",收藏,15,5,https://www.weibo.com/u/5579183605,1,30.4437,114.90902
800125,2020/3/18 12:00,https://weibo.com/2028810631/Iz9WE16DP?from=page_1005056124218314_profile&wvr=6&mod=weibotime,"
#美食时刻#【鱼香肉丝】鱼香肉丝这样做，炒鸡下饭，连吃两盘都不过瘾！O鱼香肉丝????",收藏,540,50,https://www.weibo.com/u/6124218314,745,31.25164,114.4263
212149,2020/1/3 1:58,https://weibo.com/3563281615/InGX6nuqL?from=page_1005053563281615_profile&wvr=6&mod=weibotime,"
曾经无比深情现在只觉得恶心是我的原因？爱的时候拼命爱不爱的时候你是个什么东西。好烦哦我这样好像真的不好????",收藏,赞,评论,https://www.weibo.com/u/3563281615,转发,30.22082,113.7367
701183,2020/4/6 9:13,https://weibo.com/7381941565/IC1Yz5j8T?from=page_1005052233732880_profile&wvr=6&mod=weibotime,"
来武汉的第六十五天今日是归期城市复苏???春暖花开英雄的城市???大武汉???到了说再见的时候欣喜着胜利不舍着人情凯旋而归???不虚此行...展开全文c",收藏,352,71,https://www.weibo.com/u/2233732880,7,30.52728,114.21942
739537,2020/4/7 13:48,https://weibo.com/2727849821/ICdctB2pR?from=page_1005052727849821_profile&wvr=6&mod=weibotime,"
好的//@朱一龙:等武汉好了，武汉伢请大家一起来看樱花、吃热干面！",收藏,赞,评论,https://www.weibo.com/u/2727849821,转发,30.66658,114.21942
427973,2020/4/23 0:42,https://weibo.com/5469967646/IEyTtpGi0?from=page_1005055469967646_profile&wvr=6&mod=weibotime,"
我想那个男人了????",收藏,1,评论,https://www.weibo.com/u/5469967646,转发,30.19296,113.9091
498956,2020/3/15 8:36,https://weibo.com/6698094941/IyGkqAHhx?from=page_1005056698094941_profile&wvr=6&mod=weibotime,"
今天是315，国际消费者权益日哦！坚决抵制伪劣产品，??维护消费者合法权益!我们在一起2鄂州????",收藏,1,评论,https://www.weibo.com/u/6698094941,转发,30.27654,114.97798
204191,2020/4/14 17:21,https://weibo.com/3236404014/IDiAscaDK?from=page_1005053236404014_profile&wvr=6&mod=weibotime,"
周二吉祥如意桃花朶朶开！三月桃花最美！祝福妹妹好心情，拍照技术含量一流",收藏,赞,1,https://www.weibo.com/u/3236404014,转发,30.47156,114.28838
264120,2020/4/14 19:25,https://weibo.com/2672574820/IDjoR1fK7?from=page_1005052672574820_profile&wvr=6&mod=weibotime,"
最讨厌没事找事的人，恶心??????",收藏,赞,评论,https://www.weibo.com/u/2672574820,转发,30.88946,115.04694
412451,2020/1/6 18:54,https://weibo.com/2179058597/IofTgqHdO?from=page_1005052179058597_profile&wvr=6&mod=weibotime,"
开年就感冒发烧??许愿今年身体健健康康的！2加拿大·温哥华????",收藏,赞,评论,https://www.weibo.com/u/2179058597,转发,30.38798,114.32286
811858,2020/4/1 12:54,https://weibo.com/2543858012/IBihRz6J2?from=page_1005056080092388_profile&wvr=6&mod=weibotime,"
申请装修设计→O网页链接",收藏,68,2,https://www.weibo.com/u/6080092388,34,31.05662,114.21942
363579,2020/2/5 13:51,https://weibo.com/5032401572/IsMIYymEe?from=page_1005055032401572_profile&wvr=6&mod=weibotime,"
武汉加油！????2武汉????",收藏,25,5,https://www.weibo.com/u/5032401572,1,30.41584,113.7367
444755,2020/1/20 17:29,https://weibo.com/3123958674/Iqnjs8n7N?from=page_1005053123958674_profile&wvr=6&mod=weibotime,"
戴上口罩启程回家2武汉·万科润园????",收藏,1,3,https://www.weibo.com/u/3123958674,转发,31.02876,114.11598
422973,2020/4/17 14:55,https://weibo.com/1879205717/IDJUEbaGx?from=page_1005051879205717_profile&wvr=6&mod=weibotime,"
#李晨名誉权纠纷案败诉#有网友一看到“败诉”二字就开始群嘲了，当然，这其中有不少人只是为了嘲而嘲。聊几句：1.平和一点，宽容一点抛开李晨案，嘲笑当事人不太地道。败诉不一定说明没理，有时因为证据不足，也会败诉，去讥讽那是雪上加霜；而胜诉方，至少证据和法律支持到他了，笑胜诉方是一种????...展开全文c",收藏,52,19,https://www.weibo.com/u/1879205717,11,30.77802,113.9091
552067,2020/2/28 12:04,https://weibo.com/7385755956/IwgQTnhyt?from=page_1005057385755956_profile&wvr=6&mod=weibotime,"
还是要有所依赖还是要有所期待2黄石????",收藏,赞,评论,https://www.weibo.com/u/7385755956,转发,29.99794,114.5987
570495,2020/4/24 21:26,https://weibo.com/2346694267/IEQsVDYEr?from=page_1005052346694267_profile&wvr=6&mod=weibotime,"
以前为了健身买健身服???现在为了穿好看的健身服而健身?????♀?????",收藏,赞,17,https://www.weibo.com/u/2346694267,转发,30.05366,114.56422
63359,2020/2/29 20:11,https://weibo.com/1720962692/Iwtt17rEl?from=page_1005055411139730_profile&wvr=6&mod=weibotime,"
【#张文宏谈新冠肺炎病死率#：跟美日韩比一比就知道了】29日，复旦大学附属华山医院感染科主任、上海市医疗救治专家组组长张文宏在媒体沟通会上表示：“病死率不要只盯着中国，病人有轻有重，年龄有高有低，我们只要比中国和国外就可以了，看一看今天的新加坡、美国和日本，他们的病死率是多少就知道????...展开全文c",收藏,108,45,https://www.weibo.com/u/5411139730,25,30.77802,114.80558
149911,2020/1/9 23:43,https://weibo.com/1997555541/IoK3WfCOf?from=page_1005051997555541_profile&wvr=6&mod=weibotime,"
灵魂拷问！",收藏,赞,评论,https://www.weibo.com/u/1997555541,转发,30.66658,114.28838
545547,2020/2/16 15:45,https://weibo.com/5706730174/IutaIe7Dc?from=page_1005055706730174_profile&wvr=6&mod=weibotime,"
青云“哥哥”好美，同款眼镜",收藏,赞,评论,https://www.weibo.com/u/5706730174,转发,30.66658,114.52974
443147,2020/4/8 20:20,https://weibo.com/3852259245/ICpcm2ijt?from=page_1005053852259245_profile&wvr=6&mod=weibotime,"
我的小霸王游戏机，怀念。????",收藏,赞,评论,https://www.weibo.com/u/3852259245,转发,30.36012,114.9435
128205,2020/1/4 1:54,https://weibo.com/5993846363/InQm6rAwf?from=page_1005055993846363_profile&wvr=6&mod=weibotime,"
快转微博",收藏,2,评论,https://www.weibo.com/u/5993846363,转发,30.38798,114.39182
136889,2020/2/9 13:07,https://weibo.com/2338853520/Ito951RSD?from=page_1005052338853520_profile&wvr=6&mod=weibotime,"
有爱才会赢！！2武汉????",收藏,8,评论,https://www.weibo.com/u/2338853520,转发,30.63872,114.11598
222015,2020/3/27 22:43,https://weibo.com/1921045781/IAB0kqhqe?from=page_1005051921045781_profile&wvr=6&mod=weibotime,"
#全民K歌#>>《把孤独当做晚餐》-没有什么歌在我这是唱不出来的，因为什么歌我都唱不好^_^^_^>>O把孤独当做晚餐(来自@全民K歌)????",收藏,1,评论,https://www.weibo.com/u/1921045781,转发,31.1402,115.04694
746658,2020/4/25 0:00,https://weibo.com/1792951112/IERtgEZnY?from=page_1005053152592933_profile&wvr=6&mod=weibotime,"
凡此过往，铭记于心。感谢所有善意的批评和指正，成长在路上。????",收藏,7147975,100万+,https://www.weibo.com/u/3152592933,100万+,30.7223,114.21942
384357,2020/4/19 15:44,https://weibo.com/7244797800/IE35EEp0H?from=page_1005057244797800_profile&wvr=6&mod=weibotime,"
弟弟们真的镜头雷达，好几次我都在感叹哇这是怎么抓住的镜头",收藏,1,评论,https://www.weibo.com/u/7244797800,2,30.88946,114.5987
686550,2020/2/24 7:47,https://weibo.com/7333925952/IvDsK18ft?from=page_1005057333925952_profile&wvr=6&mod=weibotime,"
@人民日报@央视新闻@澎湃新闻@中国新闻网",收藏,1,评论,https://www.weibo.com/u/7333925952,转发,30.4437,113.7367
693525,2020/3/11 15:37,https://weibo.com/3896668904/Iy7nqgYzc?from=page_1005053896668904_profile&wvr=6&mod=weibotime,"
有被爽到哈哈哈//@喜喜果:爽了！//@LING叔://@一Buddy一://@林竹:真的好爽！//@迅猛龙爬墙怪鸡仔:有爽到，姐真的很帅//@被_吃饱睡好身体好:原来如此，更快乐了呢//@我和我的小蚊子都惊呆了:我开始翻黑历史了哈哈哈哈，今天张伟丽赢的就是这傻缺",收藏,赞,评论,https://www.weibo.com/u/3896668904,转发,30.08152,114.56422
381772,2020/1/27 21:51,https://weibo.com/5790023702/Irt1qfe9m?from=page_1005055790023702_profile&wvr=6&mod=weibotime,"
《中国青年报：非典可能是针对中国人的基因武器》加拿大截至4月25日被传染139例，死亡15例，而其中华人占13例。O网页链接????",收藏,1,评论,https://www.weibo.com/u/5790023702,转发,30.80588,114.28838
64113,2020/4/7 18:45,https://weibo.com/1762978152/ICf9beWyb?from=page_1005051762978152_profile&wvr=6&mod=weibotime,"
#封城日记#设计让人头秃2武汉????",收藏,2,2,https://www.weibo.com/u/1762978152,转发,30.13724,114.18494
442113,2020/2/18 11:28,https://weibo.com/6697406673/IuKlsEzc6?from=page_1005056697406673_profile&wvr=6&mod=weibotime,"
奶奶现在吵架最爱念叨的是小时候带大你带到14岁辛辛苦苦操劳一辈子等等之类的话语在我的记忆里小时候送我上学的是爷爷给我零花钱的也是爷爷带我一起睡觉的也是爷爷炒蛋炒饭的也是爷爷都是爷爷啊小时候所有的好的回忆都是关于爷爷的奶奶的回忆仅在于苛刻小心翼翼怕她生气她说二我不能说一现????...展开全文c",收藏,赞,评论,https://www.weibo.com/u/6697406673,转发,30.27654,114.11598
129073,2020/3/24 23:31,https://weibo.com/5627647406/IA927qBhb?from=page_1005055627647406_profile&wvr=6&mod=weibotime,"
既然做了决定就别在乎别人怎么看自己，希望自己以后别再优柔寡断的处理问题，越拖越伤2黄冈·黄梅县????",收藏,1,1,https://www.weibo.com/u/5627647406,转发,30.47156,114.84006
774916,2020/2/17 0:50,https://weibo.com/2447082174/IuwJX0XOO?from=page_1005052447082174_profile&wvr=6&mod=weibotime,"
人民的力量是庞大，看东西的好与不好，见证奇迹时总会差强人意。#爱奇艺崩了##小米电视崩了#????",收藏,赞,评论,https://www.weibo.com/u/2447082174,转发,30.22082,114.84006
678064,2020/3/25 11:24,https://weibo.com/6575583027/IAdHCbhup?from=page_1005056575583027_profile&wvr=6&mod=weibotime,"
分享单曲KSensitiveKind(@网易云音乐)????",收藏,赞,评论,https://www.weibo.com/u/6575583027,转发,30.22082,114.46078
446166,2020/2/6 15:14,https://weibo.com/3930827376/IsWHm5Pw0?from=page_1005053930827376_profile&wvr=6&mod=weibotime,"
谢谢大家的爱心，也谢谢鲤鱼洲家园的物业，组织给我们免费发了一袋菜。#武汉加油#2武汉????",收藏,1,19,https://www.weibo.com/u/3930827376,转发,30.49942,114.21942
61664,2020/4/4 14:24,https://weibo.com/3316811431/IBL9xec5g?from=page_1005053316811431_profile&wvr=6&mod=weibotime,"
搞笑的小学作文，满分！2武汉????",收藏,赞,评论,https://www.weibo.com/u/3316811431,转发,30.33226,113.77118
362819,2020/2/22 23:30,https://weibo.com/6353315560/IvqMyvCMZ?from=page_1005056353315560_profile&wvr=6&mod=weibotime,"
呜呜呜呜呜2武汉????",收藏,1,评论,https://www.weibo.com/u/6353315560,转发,30.63872,114.15046
744324,2020/4/18 21:58,https://weibo.com/5063796202/IDW79mXCi?from=page_1005055063796202_profile&wvr=6&mod=weibotime,"
捉猫特工队2武汉????",收藏,赞,2,https://www.weibo.com/u/5063796202,转发,30.05366,114.52974
617362,2020/2/29 17:58,https://weibo.com/6272528728/IwsB3dHs1?from=page_1005056272528728_profile&wvr=6&mod=weibotime,"
你喜欢??吗。2汉川市????",收藏,5,9,https://www.weibo.com/u/6272528728,转发,30.583,113.87462
515729,2020/1/25 20:35,https://weibo.com/3165357381/Ir9FKtUxh?from=page_1005057012181893_profile&wvr=6&mod=weibotime,"
网络拜年一线牵！旺仔年货小提示：线上拜年一样旺！关注转发，抽一个仔，一竞车零食都给你~~?O抽奖详情????",收藏,7669,5719,https://www.weibo.com/u/7012181893,17500,30.4437,115.04694
247002,2020/3/25 22:54,https://weibo.com/2650101624/IAidKlqr0?from=page_1005052650101624_profile&wvr=6&mod=weibotime,"
亲爱的涛涛，今天是你的六七，你离开我42天了，还是觉得自己在做梦，正在做一个好长好长的梦，梦醒后你就能回来，一切如初。以前你去杭州，广州出差，虽然只有几天，但我会特别想你，想你快点出差回来，现在，已经42天没有听到你的声音，感受你的气息，我真的快要崩溃，生离死别是世界上最痛苦的事情????...展开全文c",收藏,7,10,https://www.weibo.com/u/2650101624,转发,30.22082,113.77118
681212,2020/4/17 12:16,https://weibo.com/7285278074/IDISm2WdP?from=page_1005055527377333_profile&wvr=6&mod=weibotime,"
#一季度猪肉价格上涨122.5%#国家统计局17日公布数据显示，一季度，全国居民消费价格同比上涨4.9%。猪肉也太凶猛了，不过话说回来，因为疫情减少外出就餐后，回归厨房，除了吃得放心，健康，这也是经济的，因为比在餐厅吃便宜不少。????",收藏,217,150,https://www.weibo.com/u/5527377333,90,30.0258,114.35734
486562,2020/3/22 10:51,https://weibo.com/1624908414/IzLcY5Akv?from=page_1005051624908414_profile&wvr=6&mod=weibotime,"
挤出一个笑容给自己看……你们继续吵，继续打2黄石????",收藏,赞,评论,https://www.weibo.com/u/1624908414,转发,30.13724,114.7711
222150,2020/3/12 15:26,https://weibo.com/6378117489/IygJttQ2F?from=page_1005056378117489_profile&wvr=6&mod=weibotime,"
【心理提醒】世界让你遍体鳞伤，但伤口长出的却是翅膀。2鹤壁·鹤壁市肿瘤医院????",收藏,赞,1,https://www.weibo.com/u/6378117489,1,31.22378,114.01254
176884,2020/3/29 20:47,https://weibo.com/5626136031/IAT689hbR?from=page_1005055446651766_profile&wvr=6&mod=weibotime,"
刚刚收到了微博私信，说是视频社区全站日榜第一，谢谢大家支持！大家可以在评论留言你对美国疫情的问题。抽10个送Fibo咖啡！O热门视频日榜??O抽奖详情????",收藏,26603,7454,https://www.weibo.com/u/5446651766,652,30.47156,114.18494
632979,2020/1/4 10:42,https://weibo.com/5602177550/InTOm1gtN?from=page_1005055602177550_profile&wvr=6&mod=weibotime,"
#教资面试#凉了2武汉????",收藏,1,1,https://www.weibo.com/u/5602177550,转发,31.16806,114.52974
65415,2020/3/10 15:00,https://weibo.com/1957680625/IxXI7lb6X?from=page_1005051957680625_profile&wvr=6&mod=weibotime,"
武汉封城的47天，关在家里真的要疯了O绿洲????",收藏,赞,评论,https://www.weibo.com/u/1957680625,转发,30.19296,114.46078
105263,2020/2/29 13:58,https://weibo.com/5530696242/Iwr1N7tVN?from=page_1005055530696242_profile&wvr=6&mod=weibotime,"
//@11点之前不睡觉:#天津红桥区彰武楼小区拾荒老人被推搡殴打#@天津发布@天津发布@天津发布今天你必上热搜#天津拾荒老人被打#",收藏,2,评论,https://www.weibo.com/u/5530696242,转发,30.33226,114.56422
341683,2020/3/7 14:05,https://weibo.com/6167696593/Ixv4i715u?from=page_1005056167696593_profile&wvr=6&mod=weibotime,"
有朋友问，你的沙拉看起来真好吃，可是我感觉：不放调味汁的沙拉吃不下去，但沙拉酱又热量很高。外面的西餐厅究竟是怎样调味的呢？我的经验是：首先你要在心理上相信：外面做得出来的，你自己也一定做得出来，这个世界上没有比高考更难的事儿，一定要有这样的信心。心里面建设好了，具体操作就简单????...展开全文c",收藏,16,8,https://www.weibo.com/u/6167696593,1,30.94518,113.7367
689838,2020/4/5 14:31,https://weibo.com/5598265432/IBUCXdLHj?from=page_1002065598265432_profile&wvr=6&mod=weibotime,"
#心灵驿站#【千万别小看那些不起眼的挑战】我们总是对自己能力范围以外的事情心存敬畏，对自己能力范围内的事情掉以轻心。人生路上的陷阱，往往都在那些我们最熟悉的事情里，那些最容易摔跤的地方，或许正是我们眼里最平坦的大道。无论走多远，站多高，都要像我们刚出发时那样。?????",收藏,4,评论,https://www.weibo.com/u/5598265432,转发,30.36012,113.87462
773263,2020/3/14 18:31,https://weibo.com/7401128447/IyANBzmu3?from=page_1005057401128447_profile&wvr=6&mod=weibotime,"
小短腿，晒晒太阳吧2洪湖市????",收藏,2,评论,https://www.weibo.com/u/7401128447,转发,30.05366,113.7367
585839,2020/4/23 17:24,https://weibo.com/2608994051/IEFse9J2q?from=page_1005051464895760_profile&wvr=6&mod=weibotime,"
恭喜恭喜??@最高权力西塞罗@董珉华@铁军祥哥@义勇军微尘@依然然a@康姆帕斯@潜江民工1@Jiang珺瀚@神采飞扬南阳羊@依然2018飞翔你们成为第三批转评获奖人员，私信小编，留下地址和手机号码，奖品正在奔向你家的路上哦~后期还有奖品等你领哦多转发、多分享，下一个惊喜等你来~",收藏,5,2,https://www.weibo.com/u/1464895760,3,30.3044,114.56422
174783,2020/3/31 23:05,https://weibo.com/5157385827/IBcRg8gTX?from=page_1005055157385827_profile&wvr=6&mod=weibotime,"
是我啦??//@大麦网:清空购物车.........那请问@天猫首发??购物车里可以加两张门票吗？哦不行啊，好吧，那只能从关注了@大麦网并转发这条微博的妹妹里抽一位支付宝转500当门票补贴了",收藏,赞,评论,https://www.weibo.com/u/5157385827,转发,30.24868,113.80566
747275,2020/3/23 7:38,https://weibo.com/6373933290/IzTna3ZR8?from=page_1005056373933290_profile&wvr=6&mod=weibotime,"
【把握7大细节自己办车辆年审200元搞定】一、自查：要想通过年审，首先车辆外观要与照片一致。二、带上车上原本装备的事故警示三角牌是必须的。三、确保车况良好。四、刹车系统。五、证件齐全。六、准备充足的现金和有充足现金的银行卡。七、自行年审建议尽早进行。????",收藏,1,评论,https://www.weibo.com/u/6373933290,转发,30.22082,113.9091
522281,2020/2/27 7:45,https://weibo.com/1852893050/Iw5JqBsm7?from=page_1005056517938644_profile&wvr=6&mod=weibotime,"
【汇聚清华附小一线骨干教师，激发学生兴趣，学会自主思考】2月27日上午8:00-12点，小学1-6年级《同上一堂课·直播课堂》课程：一年级数学／8:40二年级语文／9:20三年级语文／10:00四年级语文／10:40五年级数学／11:20六年级数学。#同上一课##教育在行动#??L中国教育电视台的微博视频.????",收藏,2507,1792,https://www.weibo.com/u/6517938644,246,29.99794,114.39182
587884,2020/1/26 23:49,https://weibo.com/2728205633/IrkmBd3Sw?from=page_1005052728205633_profile&wvr=6&mod=weibotime,"
从高中就开始看的两个韩综现在wuli姜gary直接从RM转到超回了智孝欧尼怀挺啊",收藏,赞,评论,https://www.weibo.com/u/2728205633,转发,31.05662,114.49526
680478,2020/2/18 9:09,https://weibo.com/6174892511/IuJqUn5j1?from=page_1005056174892511_profile&wvr=6&mod=weibotime,"
奶奶和妈妈吵架，奶奶一边哭一边往外走，非要回到原来的住处，像个老小孩子一般，其实也就一点点小事，不禁有些好笑，连忙追上去哄她，突然梦醒了……一时觉得自己才是可笑的，奶奶一直是隐忍的性格从来都是和妈妈和和睦睦的，有委屈也是自己默默承受，妈妈知道奶奶的性格也是尽量顾及她的需求，怎么会????...展开全文c",收藏,赞,评论,https://www.weibo.com/u/6174892511,转发,30.38798,113.80566
329647,2020/4/5 17:55,https://weibo.com/3761206980/IBVY3qjMN?from=page_1005053761206980_profile&wvr=6&mod=weibotime,"
纪念一下今天的质量局O微博视频????",收藏,4,评论,https://www.weibo.com/u/3761206980,转发,30.05366,113.80566
481456,2020/1/7 21:40,https://weibo.com/1791374263/IoqpctJIE?from=page_1005051791374263_profile&wvr=6&mod=weibotime,"
想去东北康康吼",收藏,赞,评论,https://www.weibo.com/u/1791374263,转发,30.19296,113.7367
251836,2020/4/7 23:13,https://weibo.com/2656274875/ICgU6skxq?from=page_1006065634868993_profile&wvr=6&mod=weibotime,"
#好久不见#【直播！#武汉75个离汉卡点统一撤除#】经过76天管控后，#武汉离汉通道解封#，武汉市75个离汉通道管控卡点将统一撤除。武汉西收费站、龚家岭收费站、武昌收费站、武昌火车站……带你现场见证离汉卡口撤除↓一起见证武汉“城门”打开的瞬间！L央视新闻的微博视频.????",收藏,1247765,237712,https://www.weibo.com/u/5634868993,73975,30.66658,114.35734
252059,2020/3/13 0:38,https://weibo.com/1746932393/IyklmvyCk?from=page_1005051746932393_profile&wvr=6&mod=weibotime,"
生物钟又开始乱七八糟了????",收藏,赞,1,https://www.weibo.com/u/1746932393,转发,31.36308,114.35734
764920,2020/4/7 22:25,https://weibo.com/5462683944/ICgAo0Vh0?from=page_1005055462683944_profile&wvr=6&mod=weibotime,"
不用把所有好听的歌都加到“我喜欢”也不用刻意寻找过去喜欢却遗失的歌——#晚安心语#晚安，好听的歌?????2武汉????",收藏,赞,评论,https://www.weibo.com/u/5462683944,转发,30.66658,113.97806
344910,2020/3/24 6:46,https://weibo.com/6146982185/IA2sqseUV?from=page_1005056146982185_profile&wvr=6&mod=weibotime,"
好消息来了2鄂州????",收藏,赞,评论,https://www.weibo.com/u/6146982185,转发,30.10938,114.52974
